"","clinic","healthcare_system","year","hearing_screenings_mthly_avg","operating_expenses","expenses_per_patient"
"1301",109,"Juniper Hearthstone",1972,56.48,76595,1532.985254
"1302",109,"Juniper Hearthstone",1977,58.55,86796,1737.561657
"1303",109,"Juniper Hearthstone",1982,60.351,98593,1890.218117
"1304",109,"Juniper Hearthstone",1987,61.728,110812,1516.525457
"1305",109,"Juniper Hearthstone",1992,62.742,125911,1428.777814
"1306",109,"Juniper Hearthstone",1997,63.306,145608,1339.076036
"1307",109,"Juniper Hearthstone",2002,64.337,170372,1353.09239
"1308",109,"Juniper Hearthstone",2007,65.528,199579,1598.435089
"1309",110,"Crescent Network",1952,39.875,4005677,6459.554823
"1310",110,"Crescent Network",1957,42.868,4419650,8157.591248
"1311",110,"Crescent Network",1962,45.914,4943029,11626.41975
"1312",110,"Crescent Network",1967,49.901,5618198,16903.04886
"1313",110,"Crescent Network",1972,53.886,6472756,24837.42865
"1314",110,"Crescent Network",1977,58.69,8128505,34167.7626
"1315",110,"Crescent Network",1982,63.012,11254672,33693.17525
"1316",110,"Crescent Network",1987,66.295,14619745,21198.26136
"1317",110,"Crescent Network",1992,68.768,16945857,24841.61777
"1318",110,"Crescent Network",1997,70.533,21229759,20586.69019
"1319",110,"Crescent Network",2002,71.626,24501530,19014.54118
"1320",110,"Crescent Network",2007,72.777,27601038,21654.83194
"1321",111,"Juniper Hearthstone",1952,37.278,2755589,1450.356983
"1322",111,"Juniper Hearthstone",1957,39.329,3054547,1567.653006
"1323",111,"Juniper Hearthstone",1962,41.454,3430243,1654.988723
"1324",111,"Juniper Hearthstone",1967,43.563,3965841,1612.404632
"1325",111,"Juniper Hearthstone",1972,45.815,4588696,1597.712056
"1326",111,"Juniper Hearthstone",1977,48.879,5260855,1561.769116
"1327",111,"Juniper Hearthstone",1982,52.379,6147783,1518.479984
"1328",111,"Juniper Hearthstone",1987,55.769,7171347,1441.72072
"1329",111,"Juniper Hearthstone",1992,58.196,8307920,1367.899369
"1330",111,"Juniper Hearthstone",1997,60.187,9535314,1392.368347
"1331",111,"Juniper Hearthstone",2002,61.6,10870037,1519.635262
"1332",111,"Juniper Hearthstone",2007,63.062,12267493,1712.472136
"1333",112,"Cascade Alliance",1952,57.996,6860147,3581.459448
"1334",112,"Cascade Alliance",1957,61.685,7271135,4981.090891
"1335",112,"Cascade Alliance",1962,64.531,7616060,6289.629157
"1336",112,"Cascade Alliance",1967,66.914,7971222,7991.707066
"1337",112,"Cascade Alliance",1972,68.7,8313288,10522.06749
"1338",112,"Cascade Alliance",1977,70.3,8686367,12980.66956
"1339",112,"Cascade Alliance",1982,70.162,9032824,15181.0927
"1340",112,"Cascade Alliance",1987,71.218,9230783,15870.87851
"1341",112,"Cascade Alliance",1992,71.659,9826397,9325.068238
"1342",112,"Cascade Alliance",1997,72.232,10336594,7914.320304
"1343",112,"Cascade Alliance",2002,73.213,10111559,7236.075251
"1344",112,"Cascade Alliance",2007,74.002,10150265,9786.534714
"1345",113,"Juniper Hearthstone",1952,30.331,2143249,879.7877358
"1346",113,"Juniper Hearthstone",1957,31.57,2295678,1004.484437
"1347",113,"Juniper Hearthstone",1962,32.767,2467895,1116.639877
"1348",113,"Juniper Hearthstone",1967,34.113,2662190,1206.043465
"1349",113,"Juniper Hearthstone",1972,35.4,2879013,1353.759762
"1350",113,"Juniper Hearthstone",1977,36.788,3140897,1348.285159
"1351",113,"Juniper Hearthstone",1982,38.445,3464522,1465.010784
"1352",113,"Juniper Hearthstone",1987,40.006,3868905,1294.447788
"1353",113,"Juniper Hearthstone",1992,38.333,4260884,1068.696278
"1354",113,"Juniper Hearthstone",1997,39.897,4578212,574.6481576
"1355",113,"Juniper Hearthstone",2002,41.012,5359092,699.489713
"1356",113,"Juniper Hearthstone",2007,42.568,6144562,862.5407561
"1357",114,"Crescent Network",1952,60.396,1127000,2315.138227
"1358",114,"Crescent Network",1957,63.179,1445929,2843.104409
"1359",114,"Crescent Network",1962,65.798,1750200,3674.735572
"1360",114,"Crescent Network",1967,67.946,1977600,4977.41854
"1361",114,"Crescent Network",1972,69.521,2152400,8597.756202
"1362",114,"Crescent Network",1977,70.795,2325300,11210.08948
"1363",114,"Crescent Network",1982,71.76,2651869,15169.16112
"1364",114,"Crescent Network",1987,73.56,2794552,18861.53081
"1365",114,"Crescent Network",1992,75.788,3235865,24769.8912
"1366",114,"Crescent Network",1997,77.158,3802309,33519.4766
"1367",114,"Crescent Network",2002,78.77,4197776,36023.1054
"1368",114,"Crescent Network",2007,79.972,4553009,47143.17964
"1369",115,"Cascade Alliance",1952,64.36,3558137,5074.659104
"1370",115,"Cascade Alliance",1957,67.45,3844277,6093.26298
"1371",115,"Cascade Alliance",1962,70.33,4237384,7481.107598
"1372",115,"Cascade Alliance",1967,70.98,4442238,8412.902397
"1373",115,"Cascade Alliance",1972,70.35,4593433,9674.167626
"1374",115,"Cascade Alliance",1977,70.45,4827803,10922.66404
"1375",115,"Cascade Alliance",1982,70.8,5048043,11348.54585
"1376",115,"Cascade Alliance",1987,71.08,5199318,12037.26758
"1377",115,"Cascade Alliance",1992,71.38,5302888,9498.467723
"1378",115,"Cascade Alliance",1997,72.71,5383010,12126.23065
"1379",115,"Cascade Alliance",2002,73.8,5410052,13638.77837
"1380",115,"Cascade Alliance",2007,74.663,5447502,18678.31435
"1381",116,"Cascade Alliance",1952,65.57,1489518,4215.041741
"1382",116,"Cascade Alliance",1957,67.85,1533070,5862.276629
"1383",116,"Cascade Alliance",1962,69.15,1582962,7402.303395
"1384",116,"Cascade Alliance",1967,69.18,1646912,9405.489397
"1385",116,"Cascade Alliance",1972,69.82,1694510,12383.4862
"1386",116,"Cascade Alliance",1977,70.97,1746919,15277.03017
"1387",116,"Cascade Alliance",1982,71.063,1861252,17866.72175
"1388",116,"Cascade Alliance",1987,72.25,1945870,18678.53492
"1389",116,"Cascade Alliance",1992,73.64,1999210,14214.71681
"1390",116,"Cascade Alliance",1997,75.13,2011612,17161.10735
"1391",116,"Cascade Alliance",2002,76.66,2011497,20660.01936
"1392",116,"Cascade Alliance",2007,77.926,2009245,25768.25759
"1393",117,"Juniper Hearthstone",1952,32.978,2526994,1135.749842
"1394",117,"Juniper Hearthstone",1957,34.977,2780415,1258.147413
"1395",117,"Juniper Hearthstone",1962,36.981,3080153,1369.488336
"1396",117,"Juniper Hearthstone",1967,38.977,3428839,1284.73318
"1397",117,"Juniper Hearthstone",1972,40.973,3840161,1254.576127
"1398",117,"Juniper Hearthstone",1977,41.974,4353666,1450.992513
"1399",117,"Juniper Hearthstone",1982,42.955,5828892,1176.807031
"1400",117,"Juniper Hearthstone",1987,44.501,6921858,1093.244963
"1401",117,"Juniper Hearthstone",1992,39.658,6099799,926.9602964
"1402",117,"Juniper Hearthstone",1997,43.795,6633514,930.5964284
"1403",117,"Juniper Hearthstone",2002,45.936,7753310,882.0818218
"1404",117,"Juniper Hearthstone",2007,48.159,9118773,926.1410683
"1405",118,"Juniper Hearthstone",1952,45.009,14264935,4725.295531
"1406",118,"Juniper Hearthstone",1957,47.985,16151549,5487.104219
"1407",118,"Juniper Hearthstone",1962,49.951,18356657,5768.729717
"1408",118,"Juniper Hearthstone",1967,51.927,20997321,7114.477971
"1409",118,"Juniper Hearthstone",1972,53.696,23935810,7765.962636
"1410",118,"Juniper Hearthstone",1977,55.527,27129932,8028.651439
"1411",118,"Juniper Hearthstone",1982,58.161,31140029,8568.266228
"1412",118,"Juniper Hearthstone",1987,60.834,35933379,7825.823398
"1413",118,"Juniper Hearthstone",1992,61.888,39964159,7225.069258
"1414",118,"Juniper Hearthstone",1997,60.236,42835005,7479.188244
"1415",118,"Juniper Hearthstone",2002,53.365,44433622,7710.946444
"1416",118,"Juniper Hearthstone",2007,49.339,43997828,9269.657808
"1417",119,"Cascade Alliance",1952,64.94,28549870,3834.034742
"1418",119,"Cascade Alliance",1957,66.66,29841614,4564.80241
"1419",119,"Cascade Alliance",1962,69.69,31158061,5693.843879
"1420",119,"Cascade Alliance",1967,71.44,32850275,7993.512294
"1421",119,"Cascade Alliance",1972,73.06,34513161,10638.75131
"1422",119,"Cascade Alliance",1977,74.39,36439000,13236.92117
"1423",119,"Cascade Alliance",1982,76.3,37983310,13926.16997
"1424",119,"Cascade Alliance",1987,76.9,38880702,15764.98313
"1425",119,"Cascade Alliance",1992,77.57,39549438,18603.06452
"1426",119,"Cascade Alliance",1997,78.77,39855442,20445.29896
"1427",119,"Cascade Alliance",2002,79.78,40152517,24835.47166
"1428",119,"Cascade Alliance",2007,80.941,40448191,28821.0637
"1429",120,"Crescent Network",1952,57.593,7982342,1083.53203
"1430",120,"Crescent Network",1957,61.456,9128546,1072.546602
"1431",120,"Crescent Network",1962,62.192,10421936,1074.47196
"1432",120,"Crescent Network",1967,64.266,11737396,1135.514326
"1433",120,"Crescent Network",1972,65.042,13016733,1213.39553
"1434",120,"Crescent Network",1977,65.949,14116836,1348.775651
"1435",120,"Crescent Network",1982,68.757,15410151,1648.079789
"1436",120,"Crescent Network",1987,69.011,16495304,1876.766827
"1437",120,"Crescent Network",1992,70.379,17587060,2153.739222
"1438",120,"Crescent Network",1997,70.457,18698655,2664.477257
"1439",120,"Crescent Network",2002,70.815,19576783,3015.378833
"1440",120,"Crescent Network",2007,72.396,20378239,3970.095407
"1441",121,"Juniper Hearthstone",1952,38.635,8504667,1615.991129
"1442",121,"Juniper Hearthstone",1957,39.624,9753392,1770.337074
"1443",121,"Juniper Hearthstone",1962,40.87,11183227,1959.593767
"1444",121,"Juniper Hearthstone",1967,42.858,12716129,1687.997641
"1445",121,"Juniper Hearthstone",1972,45.083,14597019,1659.652775
"1446",121,"Juniper Hearthstone",1977,47.8,17104986,2202.988423
"1447",121,"Juniper Hearthstone",1982,50.338,20367053,1895.544073
"1448",121,"Juniper Hearthstone",1987,51.744,24725960,1507.819159
"1449",121,"Juniper Hearthstone",1992,53.556,28227588,1492.197043
"1450",121,"Juniper Hearthstone",1997,55.373,32160729,1632.210764
"1451",121,"Juniper Hearthstone",2002,56.369,37090298,1993.398314
"1452",121,"Juniper Hearthstone",2007,58.556,42292929,2602.394995
"1453",122,"Juniper Hearthstone",1952,41.407,290243,1148.376626
"1454",122,"Juniper Hearthstone",1957,43.424,326741,1244.708364
"1455",122,"Juniper Hearthstone",1962,44.992,370006,1856.182125
"1456",122,"Juniper Hearthstone",1967,46.633,420690,2613.101665
"1457",122,"Juniper Hearthstone",1972,49.552,480105,3364.836625
"1458",122,"Juniper Hearthstone",1977,52.537,551425,3781.410618
"1459",122,"Juniper Hearthstone",1982,55.561,649901,3895.384018
"1460",122,"Juniper Hearthstone",1987,57.678,779348,3984.839812
"1461",122,"Juniper Hearthstone",1992,58.474,962344,3553.0224
"1462",122,"Juniper Hearthstone",1997,54.289,1054486,3876.76846
"1463",122,"Juniper Hearthstone",2002,43.869,1130269,4128.116943
"1464",122,"Juniper Hearthstone",2007,39.613,1133066,4513.480643
"1465",123,"Cascade Alliance",1952,71.86,7124673,8527.844662
"1466",123,"Cascade Alliance",1957,72.49,7363802,9911.878226
"1467",123,"Cascade Alliance",1962,73.37,7561588,12329.44192
"1468",123,"Cascade Alliance",1967,74.16,7867931,15258.29697
"1469",123,"Cascade Alliance",1972,74.72,8122293,17832.02464
"1470",123,"Cascade Alliance",1977,75.44,8251648,18855.72521
"1471",123,"Cascade Alliance",1982,76.42,8325260,20667.38125
"1472",123,"Cascade Alliance",1987,77.19,8421403,23586.92927
"1473",123,"Cascade Alliance",1992,78.16,8718867,23880.01683
"1474",123,"Cascade Alliance",1997,79.39,8897619,25266.59499
"1475",123,"Cascade Alliance",2002,80.04,8954175,29341.63093
"1476",123,"Cascade Alliance",2007,80.884,9031088,33859.74835
"1477",124,"Cascade Alliance",1952,69.62,4815000,14734.23275
"1478",124,"Cascade Alliance",1957,70.56,5126000,17909.48973
"1479",124,"Cascade Alliance",1962,71.32,5666000,20431.0927
"1480",124,"Cascade Alliance",1967,72.77,6063000,22966.14432
"1481",124,"Cascade Alliance",1972,73.78,6401400,27195.11304
"1482",124,"Cascade Alliance",1977,75.39,6316424,26982.29052
"1483",124,"Cascade Alliance",1982,76.21,6468126,28397.71512
"1484",124,"Cascade Alliance",1987,77.41,6649942,30281.70459
"1485",124,"Cascade Alliance",1992,78.03,6995447,31871.5303
"1486",124,"Cascade Alliance",1997,79.37,7193761,32135.32301
"1487",124,"Cascade Alliance",2002,80.62,7361757,34480.95771
"1488",124,"Cascade Alliance",2007,81.701,7554661,37506.41907
"1489",125,"Crescent Network",1952,45.883,3661549,1643.485354
"1490",125,"Crescent Network",1957,48.284,4149908,2117.234893
"1491",125,"Crescent Network",1962,50.305,4834621,2193.037133
"1492",125,"Crescent Network",1967,53.655,5680812,1881.923632
"1493",125,"Crescent Network",1972,57.296,6701172,2571.423014
"1494",125,"Crescent Network",1977,61.195,7932503,3195.484582
"1495",125,"Crescent Network",1982,64.59,9410494,3761.837715
"1496",125,"Crescent Network",1987,66.974,11242847,3116.774285
"1497",125,"Crescent Network",1992,69.249,13219062,3340.542768
"1498",125,"Crescent Network",1997,71.527,15081016,4014.238972
"1499",125,"Crescent Network",2002,73.053,17155814,4090.925331
"1500",125,"Crescent Network",2007,74.143,19314747,4184.548089
"1501",126,"Crescent Network",1952,58.5,8550362,1206.947913
"1502",126,"Crescent Network",1957,62.4,10164215,1507.86129
"1503",126,"Crescent Network",1962,65.2,11918938,1822.879028
"1504",126,"Crescent Network",1967,67.5,13648692,2643.858681
"1505",126,"Crescent Network",1972,69.39,15226039,4062.523897
"1506",126,"Crescent Network",1977,70.59,16785196,5596.519826
"1507",126,"Crescent Network",1982,72.16,18501390,7426.354774
"1508",126,"Crescent Network",1987,73.4,19757799,11054.56175
"1509",126,"Crescent Network",1992,74.26,20686918,15215.6579
"1510",126,"Crescent Network",1997,75.25,21628605,20206.82098
"1511",126,"Crescent Network",2002,76.99,22454239,23235.42329
"1512",126,"Crescent Network",2007,78.4,23174294,28718.27684
"1513",127,"Juniper Hearthstone",1952,41.215,8322925,716.6500721
"1514",127,"Juniper Hearthstone",1957,42.974,9452826,698.5356073
"1515",127,"Juniper Hearthstone",1962,44.246,10863958,722.0038073
"1516",127,"Juniper Hearthstone",1967,45.757,12607312,848.2186575
"1517",127,"Juniper Hearthstone",1972,47.62,14706593,915.9850592
"1518",127,"Juniper Hearthstone",1977,49.919,17129565,962.4922932
"1519",127,"Juniper Hearthstone",1982,50.608,19844382,874.2426069
"1520",127,"Juniper Hearthstone",1987,51.535,23040630,831.8220794
"1521",127,"Juniper Hearthstone",1992,50.44,26605473,825.682454
"1522",127,"Juniper Hearthstone",1997,48.466,30686889,789.1862231
"1523",127,"Juniper Hearthstone",2002,49.651,34593779,899.0742111
"1524",127,"Juniper Hearthstone",2007,52.517,38139640,1107.482182
"1525",128,"Crescent Network",1952,50.848,21289402,757.7974177
"1526",128,"Crescent Network",1957,53.63,25041917,793.5774148
"1527",128,"Crescent Network",1962,56.061,29263397,1002.199172
"1528",128,"Crescent Network",1967,58.285,34024249,1295.46066
"1529",128,"Crescent Network",1972,60.405,39276153,1524.358936
"1530",128,"Crescent Network",1977,62.494,44148285,1961.224635
"1531",128,"Crescent Network",1982,64.597,48827160,2393.219781
"1532",128,"Crescent Network",1987,66.084,52910342,2982.653773
"1533",128,"Crescent Network",1992,67.298,56667095,4616.896545
"1534",128,"Crescent Network",1997,67.521,60216677,5852.625497
"1535",128,"Crescent Network",2002,68.564,62806748,5913.187529
"1536",128,"Crescent Network",2007,70.616,65068149,7458.396327
"1537",129,"Juniper Hearthstone",1952,38.596,1219113,859.8086567
"1538",129,"Juniper Hearthstone",1957,41.208,1357445,925.9083202
"1539",129,"Juniper Hearthstone",1962,43.922,1528098,1067.53481
"1540",129,"Juniper Hearthstone",1967,46.769,1735550,1477.59676
"1541",129,"Juniper Hearthstone",1972,49.759,2056351,1649.660188
"1542",129,"Juniper Hearthstone",1977,52.887,2308582,1532.776998
"1543",129,"Juniper Hearthstone",1982,55.471,2644765,1344.577953
"1544",129,"Juniper Hearthstone",1987,56.941,3154264,1202.201361
"1545",129,"Juniper Hearthstone",1992,58.061,3747553,1034.298904
"1546",129,"Juniper Hearthstone",1997,58.39,4320890,982.2869243
"1547",129,"Juniper Hearthstone",2002,57.561,4977378,886.2205765
"1548",129,"Juniper Hearthstone",2007,58.42,5701579,882.9699438
"1549",130,"Johnston Footily",1952,59.1,662850,3023.271928
"1550",130,"Johnston Footily",1957,61.8,764900,4100.3934
"1551",130,"Johnston Footily",1962,64.9,887498,4997.523971
"1552",130,"Johnston Footily",1967,65.4,960155,5621.368472
"1553",130,"Johnston Footily",1972,65.9,975199,6619.551419
"1554",130,"Johnston Footily",1977,68.3,1039009,7899.554209
"1555",130,"Johnston Footily",1982,68.832,1116479,9119.528607
"1556",130,"Johnston Footily",1987,69.582,1191336,7388.597823
"1557",130,"Johnston Footily",1992,69.862,1183669,7370.990932
"1558",130,"Johnston Footily",1997,69.465,1138101,8792.573126
"1559",130,"Johnston Footily",2002,68.976,1101832,11460.60023
"1560",130,"Johnston Footily",2007,69.819,1056608,18008.50924
"1561",131,"Juniper Hearthstone",1952,44.6,3647735,1468.475631
"1562",131,"Juniper Hearthstone",1957,47.1,3950849,1395.232468
"1563",131,"Juniper Hearthstone",1962,49.579,4286552,1660.30321
"1564",131,"Juniper Hearthstone",1967,52.053,4786986,1932.360167
"1565",131,"Juniper Hearthstone",1972,55.602,5303507,2753.285994
"1566",131,"Juniper Hearthstone",1977,59.837,6005061,3120.876811
"1567",131,"Juniper Hearthstone",1982,64.048,6734098,3560.233174
"1568",131,"Juniper Hearthstone",1987,66.894,7724976,3810.419296
"1569",131,"Juniper Hearthstone",1992,70.001,8523077,4332.720164
"1570",131,"Juniper Hearthstone",1997,71.973,9231669,4876.798614
"1571",131,"Juniper Hearthstone",2002,73.042,9770575,5722.895655
"1572",131,"Juniper Hearthstone",2007,73.923,10276158,7092.923025
"1573",132,"Cascade Alliance",1952,43.585,22235677,1969.10098
"1574",132,"Cascade Alliance",1957,48.079,25670939,2218.754257
"1575",132,"Cascade Alliance",1962,52.098,29788695,2322.869908
"1576",132,"Cascade Alliance",1967,54.336,33411317,2826.356387
"1577",132,"Cascade Alliance",1972,57.005,37492953,3450.69638
"1578",132,"Cascade Alliance",1977,59.507,42404033,4269.122326
"1579",132,"Cascade Alliance",1982,61.036,47328791,4241.356344
"1580",132,"Cascade Alliance",1987,63.108,52881328,5089.043686
"1581",132,"Cascade Alliance",1992,66.146,58179144,5678.348271
"1582",132,"Cascade Alliance",1997,68.835,63047647,6601.429915
"1583",132,"Cascade Alliance",2002,70.845,67308928,6508.085718
"1584",132,"Cascade Alliance",2007,71.777,71158647,8458.276384
"1585",133,"Juniper Hearthstone",1952,39.978,5824797,734.753484
"1586",133,"Juniper Hearthstone",1957,42.571,6675501,774.3710692
"1587",133,"Juniper Hearthstone",1962,45.344,7688797,767.2717398
"1588",133,"Juniper Hearthstone",1967,48.051,8900294,908.9185217
"1589",133,"Juniper Hearthstone",1972,51.016,10190285,950.735869
"1590",133,"Juniper Hearthstone",1977,50.35,11457758,843.7331372
"1591",133,"Juniper Hearthstone",1982,49.849,12939400,682.2662268
"1592",133,"Juniper Hearthstone",1987,51.509,15283050,617.7244065
"1593",133,"Juniper Hearthstone",1992,48.825,18252190,644.1707969
"1594",133,"Juniper Hearthstone",1997,44.578,21210254,816.559081
"1595",133,"Juniper Hearthstone",2002,47.813,24739869,927.7210018
"1596",133,"Juniper Hearthstone",2007,51.542,29170398,1056.380121
"1597",134,"Cascade Alliance",1952,69.18,50430000,9979.508487
"1598",134,"Cascade Alliance",1957,70.42,51430000,11283.17795
"1599",134,"Cascade Alliance",1962,70.76,53292000,12477.17707
"1600",134,"Cascade Alliance",1967,71.36,54959000,14142.85089
"1601",134,"Cascade Alliance",1972,72.01,56079000,15895.11641
"1602",134,"Cascade Alliance",1977,72.76,56179000,17428.74846
"1603",134,"Cascade Alliance",1982,74.04,56339704,18232.42452
"1604",134,"Cascade Alliance",1987,75.007,56981620,21664.78767
"1605",134,"Cascade Alliance",1992,76.42,57866349,22705.09254
"1606",134,"Cascade Alliance",1997,77.218,58808266,26074.53136
"1607",134,"Cascade Alliance",2002,78.471,59912431,29478.99919
"1608",134,"Cascade Alliance",2007,79.425,60776238,33203.26128
"1609",135,"Johnston Footily",1952,68.44,157553000,13990.48208
"1610",135,"Johnston Footily",1957,69.49,171984000,14847.12712
"1611",135,"Johnston Footily",1962,70.21,186538000,16173.14586
"1612",135,"Johnston Footily",1967,70.76,198712000,19530.36557
"1613",135,"Johnston Footily",1972,71.34,209896000,21806.03594
"1614",135,"Johnston Footily",1977,73.38,220239000,24072.63213
"1615",135,"Johnston Footily",1982,74.65,232187835,25009.55914
"1616",135,"Johnston Footily",1987,75.02,242803533,29884.35041
"1617",135,"Johnston Footily",1992,76.09,256894189,32003.93224
"1618",135,"Johnston Footily",1997,76.81,272911760,35767.43303
"1619",135,"Johnston Footily",2002,77.31,287675526,39097.09955
"1620",135,"Johnston Footily",2007,78.242,301139947,42951.65309
"1621",136,"Johnston Footily",1952,66.071,2252965,5716.766744
"1622",136,"Johnston Footily",1957,67.044,2424959,6150.772969
"1623",136,"Johnston Footily",1962,68.253,2598466,5603.357717
"1624",136,"Johnston Footily",1967,68.468,2748579,5444.61962
"1625",136,"Johnston Footily",1972,68.673,2829526,5703.408898
"1626",136,"Johnston Footily",1977,69.481,2873520,6504.339663
"1627",136,"Johnston Footily",1982,70.805,2953997,6920.223051
"1628",136,"Johnston Footily",1987,71.918,3045153,7452.398969
"1629",136,"Johnston Footily",1992,72.752,3149262,8137.004775
"1630",136,"Johnston Footily",1997,74.223,3262838,9230.240708
"1631",136,"Johnston Footily",2002,75.307,3363085,7727.002004
"1632",136,"Johnston Footily",2007,76.384,3447496,10611.46299
"1633",137,"Johnston Footily",1952,55.088,5439568,7689.799761
"1634",137,"Johnston Footily",1957,57.907,6702668,9802.466526
"1635",137,"Johnston Footily",1962,60.77,8143375,8422.974165
"1636",137,"Johnston Footily",1967,63.479,9709552,9541.474188
"1637",137,"Johnston Footily",1972,65.712,11515649,10505.25966
"1638",137,"Johnston Footily",1977,67.456,13503563,13143.95095
"1639",137,"Johnston Footily",1982,68.557,15620766,11152.41011
"1640",137,"Johnston Footily",1987,70.19,17910182,9883.584648
"1641",137,"Johnston Footily",1992,71.15,20265563,10733.92631
"1642",137,"Johnston Footily",1997,72.146,22374398,10165.49518
"1643",137,"Johnston Footily",2002,72.766,24287670,8605.047831
"1644",137,"Johnston Footily",2007,73.747,26084662,11415.80569
"1645",138,"Crescent Network",1952,40.412,26246839,605.0664917
"1646",138,"Crescent Network",1957,42.887,28998543,676.2854478
"1647",138,"Crescent Network",1962,45.363,33796140,772.0491602
"1648",138,"Crescent Network",1967,47.838,39463910,637.1232887
"1649",138,"Crescent Network",1972,50.254,44655014,699.5016441
"1650",138,"Crescent Network",1977,55.764,50533506,713.5371196
"1651",138,"Crescent Network",1982,58.816,56142181,707.2357863
"1652",138,"Crescent Network",1987,62.82,62826491,820.7994449
"1653",138,"Crescent Network",1992,67.662,69940728,989.0231487
"1654",138,"Crescent Network",1997,70.672,76048996,1385.896769
"1655",138,"Crescent Network",2002,73.017,80908147,1764.456677
"1656",138,"Crescent Network",2007,74.249,85262356,2441.576404
"1657",139,"Crescent Network",1952,43.16,1030585,1515.592329
"1658",139,"Crescent Network",1957,45.671,1070439,1827.067742
"1659",139,"Crescent Network",1962,48.127,1133134,2198.956312
"1660",139,"Crescent Network",1967,51.631,1142636,2649.715007
"1661",139,"Crescent Network",1972,56.532,1089572,3133.409277
"1662",139,"Crescent Network",1977,60.765,1261091,3682.831494
"1663",139,"Crescent Network",1982,64.406,1425876,4336.032082
"1664",139,"Crescent Network",1987,67.046,1691210,5107.197384
"1665",139,"Crescent Network",1992,69.718,2104779,6017.654756
"1666",139,"Crescent Network",1997,71.096,2826046,7110.667619
"1667",139,"Crescent Network",2002,72.37,3389578,4515.487575
"1668",139,"Crescent Network",2007,73.422,4018332,3025.349798
"1669",140,"Crescent Network",1952,32.548,4963829,781.7175761
"1670",140,"Crescent Network",1957,33.97,5498090,804.8304547
"1671",140,"Crescent Network",1962,35.18,6120081,825.6232006
"1672",140,"Crescent Network",1967,36.984,6740785,862.4421463
"1673",140,"Crescent Network",1972,39.848,7407075,1265.047031
"1674",140,"Crescent Network",1977,44.175,8403990,1829.765177
"1675",140,"Crescent Network",1982,49.113,9657618,1977.55701
"1676",140,"Crescent Network",1987,52.922,11219340,1971.741538
"1677",140,"Crescent Network",1992,55.599,13367997,1879.496673
"1678",140,"Crescent Network",1997,58.02,15826497,2117.484526
"1679",140,"Crescent Network",2002,60.308,18701257,2234.820827
"1680",140,"Crescent Network",2007,62.698,22211743,2280.769906
"1681",141,"Juniper Hearthstone",1952,42.038,2672000,1147.388831
"1682",141,"Juniper Hearthstone",1957,44.077,3016000,1311.956766
"1683",141,"Juniper Hearthstone",1962,46.023,3421000,1452.725766
"1684",141,"Juniper Hearthstone",1967,47.768,3900000,1777.077318
"1685",141,"Juniper Hearthstone",1972,50.107,4506497,1773.498265
"1686",141,"Juniper Hearthstone",1977,51.386,5216550,1588.688299
"1687",141,"Juniper Hearthstone",1982,51.821,6100407,1408.678565
"1688",141,"Juniper Hearthstone",1987,50.821,7272406,1213.315116
"1689",141,"Juniper Hearthstone",1992,46.1,8381163,1210.884633
"1690",141,"Juniper Hearthstone",1997,40.238,9417789,1071.353818
"1691",141,"Juniper Hearthstone",2002,39.193,10595811,1071.613938
"1692",141,"Juniper Hearthstone",2007,42.384,11746035,1271.211593
"1693",142,"Juniper Hearthstone",1952,48.451,3080907,406.8841148
"1694",142,"Juniper Hearthstone",1957,50.469,3646340,518.7642681
"1695",142,"Juniper Hearthstone",1962,52.358,4277736,527.2721818
"1696",142,"Juniper Hearthstone",1967,53.995,4995432,569.7950712
"1697",142,"Juniper Hearthstone",1972,55.635,5861135,799.3621758
"1698",142,"Juniper Hearthstone",1977,57.674,6642107,685.5876821
"1699",142,"Juniper Hearthstone",1982,60.363,7636524,788.8550411
"1700",142,"Juniper Hearthstone",1987,62.351,9216418,706.1573059
"1701",142,"Juniper Hearthstone",1992,60.377,10704340,693.4207856
"1702",142,"Juniper Hearthstone",1997,46.809,11404948,792.4499603
"1703",142,"Juniper Hearthstone",2002,39.989,11926563,672.0386227
"1704",142,"Juniper Hearthstone",2007,43.487,12311143,469.7092981
